name,adress,c,cp,e,date,note,h,adress2,lat,long
"QDOBA MEXICAN GRILL ","5600 W LOVERS LN ","#128 ",75206,"36B ",01/10/2014,89,"Routine","5600 W LOVERS LN ,DALLAS,TX,75206","32,8506432","-96,8163223"
"SANDWICH & SALAD AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"CHEF CASE AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS BAKERY AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,96,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS DELI AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GRILL AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,92,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GROCERY(COFFEE) AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"QDOBA MEXICAN GRILL ","5600 W LOVERS LN ","#128 ",75206,"36B ",01/10/2014,89,"Routine","5600 W LOVERS LN ,DALLAS,TX,75206","32,8506432","-96,8163223"
"SANDWICH & SALAD AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"CHEF CASE AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS BAKERY AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,96,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS DELI AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GRILL AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,92,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GROCERY(COFFEE) AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"QDOBA MEXICAN GRILL ","5600 W LOVERS LN ","#128 ",75206,"36B ",01/10/2014,89,"Routine","5600 W LOVERS LN ,DALLAS,TX,75206","32,8506432","-96,8163223"
"SANDWICH & SALAD AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"CHEF CASE AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,97,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS BAKERY AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,96,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS DELI AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GRILL AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,92,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"EATZIS GROCERY(COFFEE) AREA ","5600 W LOVERS LN ",136,75209,"35A ",01/10/2014,100,"Routine","5600 W LOVERS LN ,DALLAS,TX,75209","32,850643","-96,816322"
"QDOBA MEXICAN GRILL ","5600 W LOVERS LN ","#128 ",75206,"36B ",01/10/2014,89,"Routine","5600 W LOVERS LN ,DALLAS,TX,75206","32,8506432","-96,8163223"
"EDDIE DEEN ","1724 COCKRELL AVE ",,75215,"45U ",29/08/2014,80,"Routine","1724 COCKRELL AVE ,DALLAS,TX,75215","32,766453","-96,791435"
"EDDIE'S BACK BAR ","1112 N RIVERFRONT BLVD ",,75207,"44M ",22/10/2013,100,"Routine","1112 N RIVERFRONT BLVD ,DALLAS,TX,75207","32,7874095","-96,8181713"
"FRUTERIA JUANITA ","11200 HARRY HINES BLVD ","H3 ",75229,"23J ",10/10/2014,83,"Routine","11200 HARRY HINES BLVD ,DALLAS,TX,75229","32,8894","-96,887619"
"EDEN ","4416 W LOVERS LN ",,75209,"34B ",16/04/2014,82,"Routine","4416 W LOVERS LN ,DALLAS,TX,75209","32,850933","-96,834305"
"EDGEMERE KITCHEN ","8523 THACKERY ST ",,75225,"25U ",18/11/2014,90,"Routine","8523 THACKERY ST ,DALLAS,TX,75225","32,866734","-96,793465"
"EDGEMERE KITCHEN ","8523 THACKERY ST ",,75225,"25U ",18/11/2014,90,"Routine","8523 THACKERY ST ,DALLAS,TX,75225","32,866734","-96,793465"
"ALOFT DALLAS ","1033 YOUNG ST ","#100 ",75202,"45P ",17/11/2014,87,"Routine","1033 YOUNG ST ,DALLAS,TX,75202","32,77721","-96,801193"
"EDIBLE ALOFT ","1033 YOUNG ST ",50,75202,"45P ",17/11/2014,87,"Routine","1033 YOUNG ST ,DALLAS,TX,75202","32,77721","-96,801193"
"EDIBLE ARRANGEMENTS ","800 ROSS AVE ","#101 ",75202,"45K ",24/06/2014,97,"Routine","800 ROSS AVE ,DALLAS,TX,75202","32,781338","-96,805359"
"EDIBLE ARRANGEMENTS ","800 ROSS AVE ","#101 ",75202,"45K ",24/06/2014,97,"Routine","800 ROSS AVE ,DALLAS,TX,75202","32,781338","-96,805359"
"EDNA ROWE ELEMENTARY ","4918 HOVENKAMP DR ",,75227,"47M ",29/05/2014,97,"Routine","4918 HOVENKAMP DR ,DALLAS,TX,75227","32,785419","-96,706734"
"PINKBERRY'S ","3839 MCKINNEY AVE ","#157 ",75204,"35Y ",18/11/2014,90,"Routine","3839 MCKINNEY AVE ,DALLAS,TX,75204","32,8091636","-96,7954288"
"EDUARDO MATA ELEMENTARY ","7420 LA VISTA DR ",,75214,"36W ",29/05/2014,100,"Routine","7420 LA VISTA DR ,DALLAS,TX,75214","32,806343","-96,731598"
"EDWARD TITCHES ELEMENTARY ","9560 HIGHFIELD DR ",,75227,"59B ",23/05/2014,92,"Routine","9560 HIGHFIELD DR ,DALLAS,TX,75227","32,754761","-96,658562"
"EGG ROLL EXPRESS ","3611 FOREST LN ",,75234,"13Z ",24/09/2014,80,"Routine","3611 FOREST LN ,DALLAS,TX,75234","32,9097216","-96,8588141"
"EGG ROLL EXPRESS ","14050 PEYTON DR ",,75240,"16J ",05/06/2014,80,"Follow-up","14050 PEYTON DR ,DALLAS,TX,75240","32,939442","-96,770218"
"EGG ROLL HUT ","4509 COLUMBIA AVE ",,75226,"46F ",09/09/2014,83,"Routine","4509 COLUMBIA AVE ,DALLAS,TX,75226","32,792366","-96,767738"
"EGG ROLL WOK ","2264 S BUCKNER BLVD ",,75227,"58C ",05/10/2014,88,"Routine","2264 S BUCKNER BLVD ,DALLAS,TX,75227","32,752224","-96,682381"
"EGG ROLL YEH'S ","10518 E NORTHWEST HWY ",,75238,"28W ",21/08/2014,87,"Routine","10518 E NORTHWEST HWY ,DALLAS,TX,75238","32,863842","-96,702919"
"EGGROLL EXPRESS ","6160 BELTLINE RD ",,75254,"15G ",25/02/2013,71,"Follow-up","6160 BELTLINE RD ,DALLAS,TX,75254","32,95079","-96,80014"
"EGYPTIAN RESTAURANT ","5610 E MOCKINGBIRD LN ",,75206,"36J ",29/04/2014,82,"Routine","5610 E MOCKINGBIRD LN ,DALLAS,TX,75206","32,836281","-96,771675"
"EGYPTIAN RESTAURANT ","5614 E MOCKINGBIRD LN ",,75206,"36J ",29/04/2014,87,"Routine","5614 E MOCKINGBIRD LN ,DALLAS,TX,75206","32,836281","-96,771553"
"BOSTON MARKET #971 ","6333 E MOCKINGBIRD LN ","#165 ",75214,"36M ",12/10/2014,94,"Routine","6333 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,837452","-96,75412"
"TOM THUMB #2534 BAKERY/DELI ","6333 E MOCKINGBIRD LN ",,75214,"36L ",12/10/2014,94,"Routine","6333 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,837452","-96,75412"
"TOM THUMB #2534 GROCERY ","6333 E MOCKINGBIRD LN ",,75214,"36L ",12/10/2014,90,"Routine","6333 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,837452","-96,75412"
"TOM THUMB #2534 MEAT ","6333 E MOCKINGBIRD LN ",,75214,"36L ",12/10/2014,97,"Routine","6333 E MOCKINGBIRD LN ,DALLAS,TX,75214","32,837452","-96,75412"
"EINSTEIN BROS BAGELS ","6011 ROYAL LN ",,75230,"25F ",14/10/2014,89,"Routine","6011 ROYAL LN ,DALLAS,TX,75230","32,8949446","-96,8035298"
"EINSTEIN BROS BAGELS #3615 ","12150 INWOOD RD ","#130 ",75244,"14Z ",16/10/2014,80,"Routine","12150 INWOOD RD ,DALLAS,TX,75244","32,9136162","-96,8183161"
"ROCK & ROLL SUSHI ","6109 BERKSHIRE LN ","#B ",75225,"25X ",24/09/2014,90,"Routine","6109 BERKSHIRE LN ,DALLAS,TX,75225","32,8649247","-96,8060759"
"DICKEY'S BARBEQUE ","14999 PRESTON RD ","#C100 ",75254,"15B ",27/10/2014,92,"Routine","14999 PRESTON RD ,DALLAS,TX,75254","32,952484","-96,805214"
"EINSTEIN BROS BAGELS#1761 ","3827 LEMMON AVE ",,75219,"35X ",22/09/2014,84,"Routine","3827 LEMMON AVE ,DALLAS,TX,75219","32,812428","-96,806824"
"EINSTEIN BROS BAGELS#2009 ","15645 COIT RD ","#100 ",75248,"06X ",28/04/2014,87,"Routine","15645 COIT RD ,DALLAS,TX,75248","32,9615746","-96,7695313"
"DANNY'S TACOS Y MAS ","1515 S BUCKNER BLVD ","#243 ",75217,"58L ",11/08/2014,90,"Routine","1515 S BUCKNER BLVD ,DALLAS,TX,75217","32,7385101","-96,6830235"
"EL ATORON ","2940 WALNUT HILL LN ",,75229,"23P ",01/03/2014,87,"Routine","2940 WALNUT HILL LN ,DALLAS,TX,75229","32,8808778","-96,8795664"
"EL AZ DE ORO MEXICAN RESTAURANT ","5405 DOLPHIN RD ",,75223,"47E ",04/08/2014,87,"Routine","5405 DOLPHIN RD ,DALLAS,TX,75223","32,792374","-96,737595"
"EL AZ DE OROS NIGHT CLUB ","3320 SAMUELL BLVD ",,75223,"47G ",15/03/2014,97,"Routine","3320 SAMUELL BLVD ,DALLAS,TX,75223","32,792706","-96,737694"
"EL CENTRO FSI ","801 MAIN ST ",,75202,"45P ",13/11/2014,93,"Routine","801 MAIN ST ,DALLAS,TX,75202","32,7794641","-96,805013"
"SUBWAY #43800 ","801 MAIN ST ",,75202,"45P ",13/11/2014,100,"Routine","801 MAIN ST ,DALLAS,TX,75202","32,7794641","-96,805013"
"EL CENTRO TAQUERIA ","8231 PARK LN ",,75231,"26U ",06/10/2014,80,"Routine","8231 PARK LN ,DALLAS,TX,75231","32,871937","-96,763107"
"EL CENTRO TAQUERIA ","8231 PARK LN ",,75231,"26U ",06/10/2014,80,"Routine","8231 PARK LN ,DALLAS,TX,75231","32,871937","-96,763107"
"EL CENTRO TAQUERIA ","8231 PARK LN ",,75231,"26U ",06/10/2014,80,"Routine","8231 PARK LN ,DALLAS,TX,75231","32,871937","-96,763107"
"EL CENTRO TAQUERIA ","8231 PARK LN ",,75231,"26U ",06/10/2014,80,"Routine","8231 PARK LN ,DALLAS,TX,75231","32,871937","-96,763107"
"EL CEVICHE ","7861 LAKE JUNE RD ",,75217,"58K ",10/02/2014,90,"Routine","7861 LAKE JUNE RD ,DALLAS,TX,75217","32,7345049","-96,6862898"
"EL CORAZON DE TEJAS ","110 W DAVIS ST ",,75208,"54D ",01/05/2014,84,"Routine","110 W DAVIS ST ,DALLAS,TX,75208","32,7493852","-96,8233533"
"EL CRISTAL BAR ","10523 HARRY HINES BLVD ",,75220,"23S ",24/11/2014,90,"Routine","10523 HARRY HINES BLVD ,DALLAS,TX,75220","32,8672347","-96,8821748"
"OTI RESTAURANT ","6752 SHADY BROOK LN ",,75231,"26T ",30/07/2014,77,"Routine","6752 SHADY BROOK LN ,DALLAS,TX,75231","32,8678764","-96,7633034"
"EL EMPERADOR ","10229 HARRY HINES BLVD ",,75220,"23X ",15/10/2014,85,"Routine","10229 HARRY HINES BLVD ,DALLAS,TX,75220","32,8623665","-96,8809658"
"EL ESCONDIDO MEXICAN RESTAURANT ","2210 BUTLER ST ",,75235,"34T ",23/01/2013,82,"Routine","2210 BUTLER ST ,DALLAS,TX,75235","32,814686","-96,837753"
"EL FENIX ","255 CASA LINDA PLAZA ",,75218,"38J ",13/09/2014,94,"Routine","255 CASA LINDA PLAZA ,DALLAS,TX,75218","32,8326342","-96,7007824"
"EL FENIX ","120 E COLORADO BLVD ",,75203,"44Z ",23/10/2014,63,"Routine","120 E COLORADO BLVD ,DALLAS,TX,75203","32,758465","-96,822098"
"EL FENIX ","5622 LEMMON AVE ",,75209,"34L ",29/09/2014,91,"Routine","5622 LEMMON AVE ,DALLAS,TX,75209","32,829384","-96,825188"
"EL FENIX ","1601 MCKINNEY AVE ",,75202,"45F ",14/06/2014,91,"Routine","1601 MCKINNEY AVE ,DALLAS,TX,75202","32,787571","-96,805008"
"EL FENIX ","6811 W NORTHWEST HWY ",,75225,"25U ",20/07/2014,89,"Routine","6811 W NORTHWEST HWY ,DALLAS,TX,75225","32,8656422","-96,7875177"
"EL FENIX ","9090 SKILLMAN ST ","#158 ",75243,"27G ",19/11/2014,88,"Routine","9090 SKILLMAN ST ,DALLAS,TX,75243","32,897171","-96,719604"
"EL FENIX ","240 WEBB CHAPEL VILLAGE ",,75229,"13Y ",07/10/2014,82,"Routine","240 WEBB CHAPEL VILLAGE ,DALLAS,TX,75229","32,9087044","-96,8721695"
"EL GLOBO TAQUERIA ","216 S LLEWELLYN AVE ",,75208,"54G ",25/02/2014,74,"Routine","216 S LLEWELLYN AVE ,DALLAS,TX,75208","32,7439041","-96,8320792"
"EL GORDO ","4841 BERNAL DR ",,75212,"43K ",26/08/2014,87,"Routine","4841 BERNAL DR ,DALLAS,TX,75212","32,784557","-96,900261"
"EL GRANERO NIGHT CLUB ","1906 S HARWOOD ST ",,75215,"45V ",16/05/2014,94,"Routine","1906 S HARWOOD ST ,DALLAS,TX,75215","32,772675","-96,783501"
"EL HOYO ","4822 GASTON AVE ",,75246,"46B ",11/09/2014,90,"Routine","4822 GASTON AVE ,DALLAS,TX,75246","32,7995545","-96,7699874"
"EL INFIERNO ","4734 MAPLE AVE ",,75219,"34Z ",28/08/2014,93,"Routine","4734 MAPLE AVE ,DALLAS,TX,75219","32,814241","-96,8259034"
"EL JAGUAR NIGHT CLUB ","4428 MAIN ST ",,75226,"46F ",24/04/2014,97,"Routine","4428 MAIN ST ,DALLAS,TX,75226","32,7905765","-96,7680945"
"EL JORDAN CAFE ","416 N BISHOP AVE ",,75208,"54C ",10/09/2014,81,"Routine","416 N BISHOP AVE ,DALLAS,TX,75208","32,7482975","-96,8282665"
"EL MAGUEY ","4816 S LAMAR ST ",,75215,"56G ",23/05/2013,87,"Routine","4816 S LAMAR ST ,DALLAS,TX,75215","32,746846","-96,762973"
"EL MANANTIAL FOOD STORE ","1639 S BUCKNER BLVD ","#805 ",75217,"58G ",13/03/2014,97,"Routine","1639 S BUCKNER BLVD ,DALLAS,TX,75217","32,740784","-96,684319"
"FRUTAS TROPICALES ","1639 S BUCKNER BLVD ","#806 ",75217,"58G ",13/03/2014,88,"Routine","1639 S BUCKNER BLVD ,DALLAS,TX,75217","32,740784","-96,684319"
"HERCULES' DELI ","1639 S BUCKNER BLVD ","#802 ",75217,"58G ",13/03/2014,86,"Routine","1639 S BUCKNER BLVD ,DALLAS,TX,75217","32,740784","-96,684319"
"EL MARACHI CLUB ","4939 COLUMBIA AVE ",,75214,"46F ",23/07/2014,100,"Routine","4939 COLUMBIA AVE ,DALLAS,TX,75214","32,7963547","-96,762384"
"EL MERCADO AZTECA ","6015 LINDSLEY AVE ",,75223,"46D ",05/10/2013,100,"Routine","6015 LINDSLEY AVE ,DALLAS,TX,75223","32,800091","-96,747406"
"FRUITLANDIA ","10788 HARRY HINES BLVD ","#G-8 ",75220,"23X ",11/09/2014,81,"Routine","10788 HARRY HINES BLVD ,DALLAS,TX,75220","32,874233","-96,882698"
"EL MOLINO TORTILLERIA ","8519 DENTON DR ",,75235,"33H ",26/07/2014,89,"Routine","8519 DENTON DR ,DALLAS,TX,75235","32,8413836","-96,8592721"
"EL NUEVA AMEINECER ","4340 MAPLE AVE ",,75219,"34A ",28/08/2014,90,"Routine","4340 MAPLE AVE ,DALLAS,TX,75219","32,810116","-96,820534"
"EL PAISA ","10844 HARRY HINES BLVD ","B ",75220,"22D ",27/06/2014,82,"Routine","10844 HARRY HINES BLVD ,DALLAS,TX,75220","32,8758352","-96,8840946"
"EL PAISA COCINA ","10091 HARRY HINES BLVD ",,75220,"23X ",11/09/2014,81,"Routine","10091 HARRY HINES BLVD ,DALLAS,TX,75220","32,860207","-96,881271"
"EL PAISA COCINA ","2574 WALNUT HILL LN ",,75229,"23N ",05/11/2014,87,"Routine","2574 WALNUT HILL LN ,DALLAS,TX,75229","32,880718","-96,891197"
"EL PAISA COCINA MEXICANA ","3617 FOREST LN ",,75234,"13Z ",03/06/2014,80,"Routine","3617 FOREST LN ,DALLAS,TX,75234","32,9097202","-96,8586445"
"EL PAISANO ","2903 LOMBARDY LN ",,75220,"23S ",05/08/2014,85,"Routine","2903 LOMBARDY LN ,DALLAS,TX,75220","32,866776","-96,87664"
"EL PAISANO ","2911 LOMBARDY LN ","#101 ",75220,"23T ",12/09/2014,83,"Follow-up","2911 LOMBARDY LN ,DALLAS,TX,75220","32,866856","-96,876312"
"EL PARAISO RESTAURANT & BAR ","3373 LOMBARDY LN ",,75220,"23U ",26/08/2014,87,"Routine","3373 LOMBARDY LN ,DALLAS,TX,75220","32,866856","-96,867149"
"LOS MOLCAJETES ","2534 ROYAL LN ","#E-10 ",75229,"22H ",20/11/2014,88,"Routine","2534 ROYAL LN ,DALLAS,TX,75229","32,89489","-96,894585"
"CARRIBBEAN CAFE ","3068 FOREST LN ","#111 ",75234,"13X ",22/10/2014,91,"Routine","3068 FOREST LN ,DALLAS,TX,75234","32,908901","-96,873558"
"EL POLLO REGIO ","12107 ABRAMS RD ",,75243,"17W ",21/08/2014,81,"Routine","12107 ABRAMS RD ,DALLAS,TX,75243","32,913067","-96,735916"
"EL POLLO REGIO ","1939 S BUCKNER BLVD ",,75217,"58G ",09/09/2014,82,"Routine","1939 S BUCKNER BLVD ,DALLAS,TX,75217","32,745628","-96,683372"
"EL POLLO REGIO ","4228 W CAMP WISDOM RD ",,75237,"63W ",08/09/2014,82,"Routine","4228 W CAMP WISDOM RD ,DALLAS,TX,75237","32,661564","-96,888855"
"EL POLLO REGIO ","2716 W DAVIS ST ",,75211,"53C ",13/05/2014,80,"Routine","2716 W DAVIS ST ,DALLAS,TX,75211","32,749229","-96,863052"
"EL POLLO REGIO ","3605 FOREST LN ",,75234,"13Z ",07/07/2014,85,"Routine","3605 FOREST LN ,DALLAS,TX,75234","32,910034","-96,857933"
"EL POLLO REGIO ","11322 GARLAND RD ",,75218,"38G ",13/09/2014,86,"Routine","11322 GARLAND RD ,DALLAS,TX,75218","32,848564","-96,683441"
"EL POLLO REGIO ","2410 W ILLINOIS AVE ",,75233,"53V ",17/05/2014,85,"Follow-up","2410 W ILLINOIS AVE ,DALLAS,TX,75233","32,7201893","-96,8573456"
"EL POLLO REGIO ","3800 S LANCASTER RD ",,75216,"65C ",11/09/2014,78,"Routine","3800 S LANCASTER RD ,DALLAS,TX,75216","32,702679","-96,797676"
"EL POLLO REGIO ","6614 E NORTHWEST HWY ",,75231,"36D ",28/08/2014,90,"Routine","6614 E NORTHWEST HWY ,DALLAS,TX,75231","32,855484","-96,746559"
"EL POLLO REGIO ","6300 SAMUELL BLVD ","#159 ",75228,"48E ",26/10/2014,88,"Routine","6300 SAMUELL BLVD ,DALLAS,TX,75228","32,791618","-96,696861"
"TAQUERIA LOS ARCOS DE JAL ","6300 SAMUELL BLVD ","#158 ",75228,"48E ",26/10/2014,75,"Routine","6300 SAMUELL BLVD ,DALLAS,TX,75228","32,791618","-96,696861"
"EL POLLO REGIO ","8136 SPRING VALLEY RD ",,75240,"16K ",03/07/2014,85,"Routine","8136 SPRING VALLEY RD ,DALLAS,TX,75240","32,9397985","-96,765722"
"EL POLLOW COSTENO ","10825 DENNIS RD ","#103 ",75229,"23F ",29/07/2014,81,"Routine","10825 DENNIS RD ,DALLAS,TX,75229","32,896011","-96,881866"
"EL PORTON DE SAN AGUSTIN ","1512 S BELT LINE RD ","#1 ",75253,"69A-X ",16/10/2014,91,"Routine","1512 S BELT LINE RD ,DALLAS,TX,75253","32,68121","-96,595695"
"EL PRIMAVERA CLUB ","6750 SHADY BROOK LN ","#110 ",75231,"26T ",26/07/2014,90,"Routine","6750 SHADY BROOK LN ,DALLAS,TX,75231","32,8678067","-96,7633181"
"RUMOUR BAR AND LOUNGE ","6750 SHADY BROOK LN ","#107 ",75231,"26T ",26/07/2014,90,"Routine","6750 SHADY BROOK LN ,DALLAS,TX,75231","32,8678067","-96,7633181"
"EL PUEBLITO MEAT MARKET ","17602 KELLY BLVD ","#110 ",75252,"03L ",25/08/2014,80,"Routine","17602 KELLY BLVD ,DALLAS,TX,75252","32,9901199","-96,8668976"
"EL PUEBLO MEXICAN RESTAURANT ","525 E JEFFERSON BLVD ","#A ",75203,"54H ",01/07/2014,80,"Routine","525 E JEFFERSON BLVD ,DALLAS,TX,75203","32,746883","-96,81707"
"PANADERIA EL ARTESANO ","525 E JEFFERSON BLVD ","#C ",75203,"55A ",01/07/2014,76,"Routine","525 E JEFFERSON BLVD ,DALLAS,TX,75203","32,746883","-96,81707"
"EL PULPO RESTAURANT ","7918 LAKE JUNE RD ",,75217,"58L ",01/04/2014,82,"Routine","7918 LAKE JUNE RD ,DALLAS,TX,75217","32,7341549","-96,6856977"
"CHINA KING SUPER BUFFET ","2829 W NORTHWEST HWY ","#511 ",75220,"33C ",20/11/2014,81,"Routine","2829 W NORTHWEST HWY ,DALLAS,TX,75220","32,858189","-96,872345"
"EL PULPO RESTAURANT ","2320 W TWELTH ST ",,75208,"53H ",05/08/2014,87,"Follow-up","2320 W TWELTH ST ,DALLAS,TX,75208","32,7523651","-96,8387146"
"EL PULPO RESTAURANT ","2320 W TWELTH ST ",,75208,"53H ",05/08/2014,87,"Follow-up","2320 W TWELTH ST ,DALLAS,TX,75208","32,7523651","-96,8387146"
"CHINA PAN ","13331 PRESTON RD ","#1038 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"EL PUNTO G ","13331 PRESTON RD ","#1044 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"EL PUNTO G ","13331 PRESTON RD ","#1044 ",75240,"15P ",10/11/2014,84,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"JARACHOS ","13331 PRESTON RD ","#1042 ",75240,"15P ",10/11/2014,86,"Routine","13331 PRESTON RD ,DALLAS,TX,75240","32,9293057","-96,8036639"
"EL RANCHITO & CLUB ","610 W JEFFERSON BLVD ",,75208,"54G ",23/09/2014,80,"Routine","610 W JEFFERSON BLVD ,DALLAS,TX,75208","32,7431148","-96,8324567"
"EL RANCHITO & CLUB ","610 W JEFFERSON BLVD ",,75208,"54G ",23/09/2014,80,"Routine","610 W JEFFERSON BLVD ,DALLAS,TX,75208","32,7431148","-96,8324567"
"EL RANCHO #10 PANADERIA ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,91,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"EL RANCHO #10 PANADERIA ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,91,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"SUPERMARKET EL RANCHO #10 ","655 W ILLINOIS AVE ",900,75224,"54Q ",27/08/2014,94,"Routine","655 W ILLINOIS AVE ,DALLAS,TX,75224","32,720894","-96,833939"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #14-PALAPA ","14211 COIT RD ",,75254,"16K ",25/08/2014,83,"Routine","14211 COIT RD ,DALLAS,TX,75254","32,9414045","-96,7690621"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #19 ","2550 GUS THOMASSON RD ",,75228,"39J ",28/09/2014,94,"Routine","2550 GUS THOMASSON RD ,DALLAS,TX,75228","32,834034","-96,671883"
"EL RANCHO #25 - BAKERY/TORTILLERIA ","4121 GASTON AVE ",,75246,"46E ",18/07/2014,96,"Routine","4121 GASTON AVE ,DALLAS,TX,75246","32,794827","-96,776527"
